Field,Value,Count
blocks[].fields.checklists[].items[].action_text,Visit Studio Help,28826
blocks[].fields.checklists[].items[].action_text,Register for edX 101,28826
blocks[].fields.checklists[].items[].action_text,Download Documentation,28826
blocks[].fields.checklists[].items[].is_checked,False,326753
blocks[].fields.checklists[].items[].is_checked,True,192115
blocks[].fields.checklists[].items[].long_description,Grant your collaborators permission to edit your course so you can work together.,28826
blocks[].fields.checklists[].items[].long_description,Establish your course's student enrollment and launch dates on the Schedule and Details page.,28826
blocks[].fields.checklists[].items[].long_description,Set up your assignment types and grading policy even if you haven't created all your assignments.,28826
blocks[].fields.checklists[].items[].long_description,"Discover other available course authoring tools, and find help when you need it.",28826
blocks[].fields.checklists[].items[].long_description,Use your course outline to build your first Section and Subsection.,28826
blocks[].fields.checklists[].items[].long_description,Specify the release dates for each Section in your course. Sections become visible to students on their release dates.,28826
blocks[].fields.checklists[].items[].long_description,Set a Subsection to be graded as a specific assignment type. Assignments within graded Subsections count toward a student's final grade.,28826
blocks[].fields.checklists[].items[].long_description,Use drag and drop to reorder the content in your course.,28826
blocks[].fields.checklists[].items[].long_description,Rename Sections by clicking the Section name from the Course Outline.,28826
blocks[].fields.checklists[].items[].long_description,"Delete Sections, Subsections, or Units you don't need anymore. Be careful, as there is no Undo function.",28826
blocks[].fields.checklists[].items[].long_description,"Some course authors find using a section for unsorted, in-progress work useful. To do this, create a section and set the release date to the distant future.",28826
blocks[].fields.checklists[].items[].long_description,Access the Studio Help forum from the menu that appears when you click your user name in the top right corner of Studio.,28826
blocks[].fields.checklists[].items[].long_description,"Register for edX 101, edX's primer for course creation.",28826
blocks[].fields.checklists[].items[].long_description,Download the searchable Studio reference documentation in PDF form.,28826
blocks[].fields.checklists[].items[].long_description,"Courses on edX have an About page that includes a course video, description, and more. Draft the text students will read before deciding to enroll in your course.",28826
blocks[].fields.checklists[].items[].long_description,Showing prospective students who their instructor will be is helpful. Include staff bios on the course About page.,28826
blocks[].fields.checklists[].items[].long_description,Include a short list of frequently asked questions about your course.,28826
blocks[].fields.checklists[].items[].long_description,Let students know what knowledge and/or skills they should have before they enroll in your course.,28826
blocks[].fields.graceperiod,18000 seconds,44499
blocks[].fields.graceperiod,,38246
blocks[].fields.graceperiod,21600 seconds,5344
blocks[].fields.graceperiod,3600 seconds,3328
blocks[].fields.graceperiod,28800 seconds,2253
blocks[].fields.graceperiod,1 days 43200 seconds,1971
blocks[].fields.graceperiod,1 days,1962
blocks[].fields.graceperiod,1 days 57600 seconds,1696
blocks[].fields.graceperiod,36000 seconds,1665
blocks[].fields.graceperiod,7200 seconds,1466
blocks[].fields.graceperiod,25200 seconds,686
blocks[].fields.graceperiod,72000 seconds,385
blocks[].fields.graceperiod,1800 seconds,165
blocks[].fields.graceperiod,54000 seconds,113
blocks[].fields.cert_name_long,Python Certificate nombre largo,1307
blocks[].fields.cert_name_long,,717
blocks[].fields.cert_name_long,Introducción a JavaScript,478
blocks[].fields.cert_name_long, ,2
blocks[].fields.info_sidebar_name,Información,2647
blocks[].fields.info_sidebar_name,Novedades,642
blocks[].fields.info_sidebar_name,Folletos del Curso,478
blocks[].fields.info_sidebar_name,Course Hangouts,6
blocks[].fields.cert_name_short,supportCourse,10111
blocks[].fields.cert_name_short,Python Certificate,1305
blocks[].fields.cert_name_short,,719
blocks[].fields.cert_name_short,Intro a JS,478
blocks[].fields.cert_name_short, ,2
blocks[].fields.cert_name_short,cursoApoyo,2
blocks[].fields.cert_name_short,support course,2
blocks[].fields.editor,raw,78347
blocks[].fields.editor,visual,16745
blocks[].fields.download_video,False,1106844
blocks[].fields.download_video,True,16515
blocks[].fields.sub,,1104860
blocks[].fields.sub,fnj9MC-oKIk,1852
blocks[].fields.sub,0OwNfJwudE4,1251
blocks[].fields.sub,3_yD_cEKoCk,1138
blocks[].fields.sub,fHS-OY9XDZc&feature=youtu.be,955
blocks[].fields.sub,UjGPHF5A6Po,923
blocks[].fields.sub,7JATJv8HlV8,912
blocks[].fields.sub,gnqth8uWzO8,699
blocks[].fields.sub,name_of_file,699
blocks[].fields.sub,5jL_1bhMzg8,93
blocks[].fields.sub,MC1g5Bx6hEc,29
blocks[].fields.sub,mqMFMgVnRO8,26
blocks[].fields.sub,CIUdB0qRFnQ,19
blocks[].fields.sub,QVOJyOqr30Y,17
blocks[].fields.sub,02Lfku1-hqg,15
blocks[].fields.sub,J97AR6lBwb8,13
blocks[].fields.sub,uboRU2HAV70,9
blocks[].fields.sub,BbZMtNsXxiU,7
blocks[].fields.sub,ID8EROc6fOA,5
blocks[].fields.sub,XhKz_Si1JU0,3
blocks[].fields.youtube_id_1_0,3_yD_cEKoCk,22142
blocks[].fields.youtube_id_1_0,oPB1lu0Q9-s,9294
blocks[].fields.youtube_id_1_0,,8169
blocks[].fields.youtube_id_1_0,-KXLKIiTMiI,5764
blocks[].fields.youtube_id_1_0,betqa7zBQy8,5625
blocks[].fields.youtube_id_1_0,1XxDsvcjXqs,5616
blocks[].fields.youtube_id_1_0,KMWsMz262ko,5064
blocks[].fields.youtube_id_1_0,D4-O-0Nsm-E,5054
blocks[].fields.youtube_id_1_0,kI3WYzpz4lo,5022
blocks[].fields.youtube_id_1_0,RV23zlAFSc0,4990
blocks[].fields.youtube_id_1_0,gVf-lPfOyvk,4957
blocks[].fields.youtube_id_1_0,arFHd_ZiOFc,4955
blocks[].fields.youtube_id_1_0,Zx2gwF6ck84,4915
blocks[].fields.youtube_id_1_0,0HG9SaOj_k4,4906
blocks[].fields.youtube_id_1_0,GNU3buasFRo,4787
blocks[].fields.youtube_id_1_0,iLG2jARGQNw,4783
blocks[].fields.youtube_id_1_0,qjrHkPY7rVw,4236
blocks[].fields.youtube_id_1_0,J97AR6lBwb8,4159
blocks[].fields.youtube_id_1_0,TsP71ARE2mo,4086
blocks[].fields.youtube_id_1_0,LF0sxMV7IU4,4081
blocks[].fields.markdown,,15915
blocks[].fields.markdown,"Multiple choice problems allow learners to select only one option. Learners can see all the options along with the problem text.

When you add the problem, be sure to select Settings to specify a Display Name and other values that apply.

You can use the following example problem as a model.

>>Which of the following countries has the largest population?<<
( ) Brazil {{ timely feedback -- explain why an almost correct answer is wrong }}
( ) Germany
(x) Indonesia
( ) Russia

[explanation]
According to September 2014 estimates:
The population of Indonesia is approximately 250 million.
The population of Brazil  is approximately 200 million.
The population of Russia is approximately 146 million.
The population of Germany is approximately 81 million.
[explanation]
",14365
blocks[].fields.markdown,"Checkbox problems allow learners to select multiple options. Learners can see all the options along with the problem text.

When you add the problem, be sure to select Settings to specify a Display Name and other values that apply.

You can use the following example problem as a model.

>>The following languages are in the Indo-European family:<<
[x] Urdu
[ ] Finnish
[x] Marathi
[x] French
[ ] Hungarian

Note: Make sure you select all of the correct options—there may be more than one!

[explanation]
Urdu, Marathi, and French are all Indo-European languages, while Finnish and Hungarian are in the Uralic family.
[explanation]
",6947
blocks[].fields.markdown,"In text input problems, also known as ""fill-in-the-blank"" problems, learners enter text into a response field. The text can include letters and characters such as punctuation marks. The text that the learner enters must match your specified answer text exactly. You can specify more than one correct answer. Learners must enter a response that matches one of the correct answers exactly.

When you add the problem, be sure to select Settings to specify a Display Name and other values that apply.

You can use the following example problem as a model.

>>What was the first post-secondary school in China to allow both male and female students?<<

= Nanjing Higher Normal Institute
or= National Central University
or= Nanjing University

[explanation]
Nanjing Higher Normal Institute first admitted female students in 1920.
[explanation]
",4861
blocks[].fields.markdown,"Dropdown problems allow learners to select only one option from a list of options.

When you add the problem, be sure to select Settings to specify a Display Name and other values that apply.

You can use the following example problem as a model.

 >>Which of the following countries celebrates its independence on August 15?<<

 [[(India), Spain, China, Bermuda]]

 [explanation]
 India became an independent nation on August 15, 1947.
 [explanation]
",4778
blocks[].fields.markdown,">>Con el diagrama de dispersión ya se ve la dispersión de los promedios del número de hijos e hijas por mujer. Según la gráfica ¿aproximadamente cuál es el rango de los valores?""<<
(x) 1.6-2.6
( ) 1.6-2.5
( ) 1-3
( ) no se lo puede estimar


[explanation]
El valor más bajo es de 1.6 y el mayor alrededor de 2.6, así que por promedio, hay un rango de un hijo atravesar de las provincias del país. De hecho, también usted hubiera visto este dato por el resumen ofrecido de summary(resumen) antes, y luego con el diagrama de caja.
[explanation]
",3945
blocks[].fields.markdown,">>La mediana marca el valor en la mitad de todos en el conjunto impar, o en el caso de un número par de valores, divide los dos valores centrales. Entonces ¿la mediana del número promedio de hijos e hijas que tuvieron las mujeres ecuatorianas entre 14 - 50 años de edad en 2010 cuál era?""<<
(x) 1.95
( ) 2.10
( ) 2.30

[explanation]
Por defecto, los diagramas de caja llevan la media en la linea gruesa así el estimador más cercano es 1.95.
[explanation]
",3941
blocks[].fields.markdown,">>En la lección actual, solo le queda a usted un momento de reflexión en lo que haya aprendido. Según su experiencia, ¿cree usted que se podría haber añadido el título, subtítulo, y etiqueta del eje todos a la vez?<<
(x) Si, la función title() tiene argumentos para cada tipo de título o etiqueta
( ) No, solo acepta un argumento a la vez


[explanation]
Pues, si se pudiera haber especificado todos a la vez. De hecho, se pudiera haber añadido todos los elementos de título y etiqueta en la llamad original a boxplot(), sin llamar a la función title().
[explanation]
",3937
blocks[].fields.markdown,">>¿Cuál ventanilla te revela los paquetes que su instancia de R tiene instalada?<<

( ) Entorno 
( ) Viewer 
(x) Packages 
( ) Console 


[explanation]
¿Te acuerdas de como se dice paquetes en inglés? Paquetes en inglés es ""packages""
[explanation]
",3743
blocks[].fields.markdown,">>Cuando abrimos un nuevo archivo tipo R Markdown, ¿cuál opción debemos escoger para el formato de producción?<<
( ) PDF
(x) HTML 
( ) Word 
( ) Lápida

[explanation]
En efecto, todos opciones menos Lápida son validas, pero HTML es la opción que se ofrece más flexibilidad.
[explanation]
",3740
blocks[].fields.markdown,"_____________________________________________________________________________

>>La lección se presentó dos atajos de gran útilidad que le puedan salvar mucho tiempo cuando trabaje con RStudio. ¿Cuál de las siguientes opciones no es uno de los atajos claves?<<
( ) La tecla TAB para sugerir nombres de funciones, argumentos, o objetos en el espacio de trabajo
(x) La combinación CTRL + ALT + DEL para salir de cualquier operación que sea en progreso
( ) La flecha arriba recupera comandos anteriores para que se pueda editar, ejecutar de nuevo, o copiar

[explanation]
La combinación CTRL + ALT + DEL debe ser una de las combinaciones mas famosas en todo las historia de computación masiva. Sin embargo, no hace nada muy útil en RStudio, a menos de que uno quiere un cierre drastico a la sesión actual.
La tecla TAB y flecha arriba, en cambio, son sumamente útil.
[explanation]
",3702
blocks[].fields.markdown,">>Un principio importante de visualización de datos es poner la máxima información posible. ¿Verdadero o Falso?<<
( ) Verdadero
(x) Falso

[explanation]
Es falso. Aunque la combinación de elementos y evidencia es buena, debemos tener cuidado de no congestionar nuestras presentaciones. 
[explanation]
",3683
blocks[].fields.markdown,">>Otro principio importante de visualización de datos es que nunca se añade palabras y anotación dentro del cuadro de una gráfica. ¿Verdadero o Falso?<<
( ) Verdadero
(x) Falso

[explanation]
Es falso. Sin duda anotación puede mejorar algunas presentaciones, y hay ejemplos en la presentación de su uso. Sin embargo, según la pregunta previa, no debe congestionar la presentación. 
[explanation]
",3682
blocks[].fields.markdown,">>El barplot (la diagrama de barras) del número de hijos y hijas por provincia, como lo vemos al principio, nos demuestra una de las opciones de la condición base que nos toca cambiar. ¿Cómo ustuvieron ordenadas las provincias?<<

(x) alfabeticamente
( ) aleatoriamente
( ) geograficamente
( ) numericamente

[explanation]

El órden de las provincias siguió el alfabeto. Como opción de condición base tiene todo el sentido, pero, en el contexto de una variable nominal (no tiene órden obvio por su naturaleza), debemos considerar si otro órden sea mejor.  

[explanation]
",3580
blocks[].fields.markdown,"El plot de Cleveland (nombrado por William Cleveland) cumple con un par de criterios de presentación algo sútiles, pero que influyen el impacto de la gráfica.
_____________________________________________________________________________

>> Escoja las opciones que podrían ser ellos, precisamente comparados con la presentación anterior por la diagrama de barras:<<
[ ] Se favorece presentaciones horizontales
[x] Mantenga una buena razón de la información proporcionada a la tinta utilizada
[x] No refiera a cero si ese valor (0) no es especialmente referente

Note: ¡Asegúrese que hayas escogido todas opciones adecuadas, puede que hubieran más que una!

[explanation]
Aunque muchas presentaciones se aprovechen de una orientación horizontal, no es un principio general reconocido. Las otras dos si son criterios que valen la pena adoptar. 

Según los libros de Edward Tufte, se puede pensar en una razón entre la cantidad de información (en terminos algo figurativos) divido por la cantidad de tinta, y la idea es mantener un valor alto.  

De manera algo relacionado, gráficas de barras suelen empezar - como condición base - en 0. Esto significa que la gráfica llevara mucha tinta entre 0 y los valores precisos de las observaciones. Si este rango entre 0 y el valor no es informativo, el efecto es distraer y congestionar la vista.
[explanation]
",3574
blocks[].fields.markdown,">>Una ventaja de la diagrama de puntos o nube de dispersión como un primer paso visual es que nos ayuda:<<
( ) Entender tendencia central en nuestro conjunto de datos
(x) Identificar si hay valores extremos o que podrían ser errores
( ) Transformar los datos a una escala más amigable


[explanation]
La diagrama de puntos o nube de dispersión es un paso útil que visualiza el rango completo de los datos, y por ello podemos identificar valores extremos (verdaderos) o errores.
[explanation]
",3422
blocks[].fields.markdown,">>Una diagrama de cajas divide el conjunto de observaciones en partes iguales de:<<
( ) el rango de los valores (y por lo tanto las partes son igual de longitud)
(x) el número de observaciones (así que cada parte representa el mismo número de observaciones)
( ) el ancho de la caja


[explanation]
La diagrama divide el conjunto en partes iguales del número de observaciones, así que suelen ser de longitud diferente para muchos conjuntos de datos.
[explanation]
",3419
blocks[].fields.markdown,">>¿En la diagrama de cajas arreglada por alfabetización (saber leer o no), por aproximadamente cuál porcentaje solapan la distribución de los datos de mujeres según si supieron leer y escribir o no?<<
( ) 0 %
(x) 25 %
( ) 50 %
( ) 75 %
( ) no se puede comparar las distribuciones


[explanation]
El cuarto inferior del rango para mujeres que no supieron leer y escribir más o menos solapa con el cuarto superior de mujeres que si supieron, y por lo tanto se podría decir que sus distribuciones o rangos solapan por aproximadamente 25 %.
[explanation]",3412
blocks[].fields.markdown,"Multiple choice problems allow learners to select only one option. Learners can see all the options along with the problem text.

When you add the problem, be sure to select Settings to specify a Display Name and other values that apply.

You can use the following example problem as a model.
_____________________________________________________________________________

>>Which of the following countries has the largest population?<<
( ) Brazil
( ) Germany
(x) Indonesia
( ) Russia


[explanation]
According to September 2014 estimates:
The population of Indonesia is approximately 250 million.
The population of Brazil  is approximately 200 million.
The population of Russia is approximately 146 million.
The population of Germany is approximately 81 million.
[explanation]
",3316
blocks[].fields.markdown,">>¿Normalmente, en cuál eje se esperaría encontrar la variable de respuesta (o la dependiente)?<<

( ) X
(x) Y

[explanation]

La respuesta correcta es que el eje (o 'axis') Y, aunque si no hay una variable obvia que depende de la otra, se pone la variable en que mas quiere ver la variación. 

También, usted verá que algunas gráficas se pueden leer con mayor facilidad si se las arregla en orientación horizontal.

[explanation]
",3270
blocks[].fields.max_attempts,1,150243
blocks[].fields.max_attempts,2,133169
blocks[].fields.max_attempts,3,32406
blocks[].fields.max_attempts,4,12477
blocks[].fields.max_attempts,0,2799
blocks[].fields.max_attempts,10000,1398
blocks[].fields.max_attempts,1000,1398
blocks[].fields.max_attempts,8,1010
blocks[].fields.max_attempts,100,699
blocks[].fields.max_attempts,6,7
blocks[].fields.tabs[].url_slug,b8d277b30cb24e5baea2ea82d2d13e02,4117
blocks[].fields.tabs[].url_slug,2de7e0dc56f1476bbfb848ece26ef819,3692
blocks[].fields.tabs[].url_slug,55a48f30fe0749a2a1a3727b99492e22,2283
blocks[].fields.tabs[].url_slug,dec1cc5cbad245ef8829f85e5c0f555f,2085
blocks[].fields.tabs[].url_slug,25dbcf79da4d41f791ffc654d9ee0ad2,2084
blocks[].fields.tabs[].url_slug,ba01b5e4cdc14f34bf6bb9c091b8835a,1529
blocks[].fields.tabs[].url_slug,b92d4c93252a40f6bc76548e551cae0e,1326
blocks[].fields.tabs[].url_slug,faba2acc5f914c6fae6c041ad36198fe,1054
blocks[].fields.tabs[].url_slug,af837d751b344b189a0ee92f0d0b1f44,1033
blocks[].fields.tabs[].url_slug,89d9a649a53d41c0bc75a427bce05496,593
blocks[].fields.tabs[].url_slug,e0028e7bb0f248149c76259382b4a7a0,562
blocks[].fields.tabs[].url_slug,41eee29ae73a479492587f43d69a3f40,510
blocks[].fields.tabs[].url_slug,9bd41bb8f94646f58ebd674c4ddb827d,437
blocks[].fields.tabs[].url_slug,9ce7647938f34f2a9d3e99b2e569e531,371
blocks[].fields.tabs[].url_slug,682da01505a0413f9bc566c4d431dc59,250
blocks[].fields.tabs[].url_slug,69e72f17ed9044638c9996bf5b1a9151,106
blocks[].fields.tabs[].url_slug,2b92593ef6a3429b8cdb5c628238409f,84
blocks[].fields.tabs[].url_slug,a24b78629a4844d6a742ae5874d9984c,61
blocks[].fields.tabs[].url_slug,50258d751fd646f6a74370b497e24098,54
blocks[].fields.tabs[].url_slug,0c496964a7a145e089ea68cfc759926b,32
blocks[].fields.pdf_textbooks[].tab_title,Texto de consulta,2366
blocks[].fields.pdf_textbooks[].tab_title,Plan académico,1915
blocks[].fields.pdf_textbooks[].tab_title,Manual Edx,1173
blocks[].fields.pdf_textbooks[].tab_title,Python para todos,1078
blocks[].fields.pdf_textbooks[].tab_title,Ley de Compañías,657
blocks[].fields.pdf_textbooks[].tab_title,Código de Comercio,538
blocks[].fields.pdf_textbooks[].tab_title,Recursos del curso,482
blocks[].fields.pdf_textbooks[].tab_title,Texto básico,457
blocks[].fields.pdf_textbooks[].tab_title,Ex Corde Ecclesiae,451
blocks[].fields.pdf_textbooks[].tab_title,Recurso,426
blocks[].fields.pdf_textbooks[].tab_title,Ley Orgánica de Regulación y Control de Poder de Mercado,419
blocks[].fields.pdf_textbooks[].tab_title,"Ley Orgánica de Prevención, Detección y Erradicación del Delito de Lavado de Activos y Financiación de Delitos",417
blocks[].fields.pdf_textbooks[].tab_title,"Semana 2 | Humanismo, Universidad y Cultura",331
blocks[].fields.pdf_textbooks[].tab_title,Terapia ocupacional en Geriatría y Gerontología,310
blocks[].fields.pdf_textbooks[].tab_title,Material validación,212
blocks[].fields.pdf_textbooks[].tab_title,Semana 3| La sociedad líquida y el imperio de lo efímero,192
blocks[].fields.pdf_textbooks[].tab_title,Manual para Cuidadores de la persona adulta mayor,163
blocks[].fields.pdf_textbooks[].tab_title,Terapia ocupacional y personas mayores. Respondiendo a nuevos retos,155
blocks[].fields.pdf_textbooks[].tab_title,Lecturas utilizadas en RIME,81
blocks[].fields.pdf_textbooks[].tab_title,Semana 1: Misión y objetivos de la universidad,80
blocks[].fields.pdf_textbooks[].id,6Plantas_sagradas_y_psicoactivas_utilizadas_en_la_comunidad_de_Saraguro,2368
blocks[].fields.pdf_textbooks[].id,8Plan_académico,1915
blocks[].fields.pdf_textbooks[].id,8Manual_Edx,1173
blocks[].fields.pdf_textbooks[].id,0Python_para_todos,1078
blocks[].fields.pdf_textbooks[].id,2Ley_de_Compañías,657
blocks[].fields.pdf_textbooks[].id,9Recursos_del_curso,482
blocks[].fields.pdf_textbooks[].id,0Realidad_Nacional,459
blocks[].fields.pdf_textbooks[].id,6Ex_Corde_Ecclesiae,451
blocks[].fields.pdf_textbooks[].id,7Recurso,426
blocks[].fields.pdf_textbooks[].id,3Código_de_Comercio,419
blocks[].fields.pdf_textbooks[].id,0Ley_Orgánica_de_Regulación_y_Control_de_Poder_de_Mercado,419
blocks[].fields.pdf_textbooks[].id,3Ley_Orgánica_de_Prevención_Detección_y_Erradicación_del_Delito_de_Lavado_de_Activos_y_Financiación_de_Delitos,417
blocks[].fields.pdf_textbooks[].id,7Semana_2_Humanismo_Universidad_y_Cultura,331
blocks[].fields.pdf_textbooks[].id,1Material_validación,212
blocks[].fields.pdf_textbooks[].id,6Semana_3_La_sociedad_líquida_y_el_imperio_de_lo_efímero,192
blocks[].fields.pdf_textbooks[].id,6Manual_para_Cuidadores_de_la_persona_adulta_mayor,161
blocks[].fields.pdf_textbooks[].id,2Terapia_ocupacional_en_Geriatría_y_Gerontología,159
blocks[].fields.pdf_textbooks[].id,0Terapia_ocupacional_y_personas_mayores._Respondiendo_a_nuevos_retos,155
blocks[].fields.pdf_textbooks[].id,5Terapia_ocupacional_en_Geriatría_y_Gerontología,151
blocks[].fields.pdf_textbooks[].id,5Código_de_Comercio,119
blocks[].fields.pdf_textbooks[].chapters[].url,/static/plantas_psicoactivas_saraguro_PCP.pdf,2368
blocks[].fields.pdf_textbooks[].chapters[].url,/static/oferta.pdf,1915
blocks[].fields.pdf_textbooks[].chapters[].url,/static/manual_edX_Studio_copy.pdf,1173
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Python_para_todos.pdf,1108
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Relaciones_interpersonales_y_sociedad.pdf,748
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Ley_de_Companias__ultima_reforma_21_Ago._2018.pdf,657
blocks[].fields.pdf_textbooks[].chapters[].url,/static/LIBRO_Realidad-Nacional__RONNY_CORREA.pdf,459
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Interacción_entre_la_universidad_y_la_sociedad.pdf,453
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Ex_Corde_Ecclesiae.pdf,451
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Libro_basico_Pedagogia_del_Conocimiento.pdf,426
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Codigo_de_Comercio__ultima_reforma_12_Sept._2014.pdf,419
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Ley_Organica_de_Regulacion_y_Control_del_Poder_de_Mercado.pdf,419
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Ley_Organica_de_Prevencion_Deteccion_y_Erradicacion_del_Delito_de_LA_y_FD.pdf,417
blocks[].fields.pdf_textbooks[].chapters[].url,/static/La_Universidad_como_espacio_de_humanismo.pdf,413
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Anexos_para_estructurar_el_proyecto_de_vida.pdf,369
blocks[].fields.pdf_textbooks[].chapters[].url,/static/El_proyecto_de_vida_como_ayuda_para_encontrar_sentido..pdf,352
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Definición_del_ser_humano..pdf,336
blocks[].fields.pdf_textbooks[].chapters[].url,/static/La_universidad_como_espacio_para_promover_el_humanismo.pdf,331
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Libro_Terapia_ocupacional_geriatria_SEGG_2010.pdf,310
blocks[].fields.pdf_textbooks[].chapters[].url,/static/Otras_aportaciones_sobre_la_mision_y_objetivos_de_la_universidad.pdf,291
blocks[].fields.pdf_textbooks[].chapters[].title,Libro completo,2368
blocks[].fields.pdf_textbooks[].chapters[].title,Capitulo ,1915
blocks[].fields.pdf_textbooks[].chapters[].title,Edx Studio,1173
blocks[].fields.pdf_textbooks[].chapters[].title,Introducción ,1078
blocks[].fields.pdf_textbooks[].chapters[].title,Ex Corde Ecclesiae,696
blocks[].fields.pdf_textbooks[].chapters[].title,Última reforma: 21 ago 2018,657
blocks[].fields.pdf_textbooks[].chapters[].title,DocumentoCompleto,465
blocks[].fields.pdf_textbooks[].chapters[].title,Realidad Nacional Completo,457
blocks[].fields.pdf_textbooks[].chapters[].title,Libro_basico_Pedagogia_del_Conocimiento,426
blocks[].fields.pdf_textbooks[].chapters[].title,Última reforma: 12 sept 2014,419
blocks[].fields.pdf_textbooks[].chapters[].title,Registro Oficial Suplemento 555. 13 oct 2011,419
blocks[].fields.pdf_textbooks[].chapters[].title,Registro Oficial Suplemento 802. 21 jul 2016,417
blocks[].fields.pdf_textbooks[].chapters[].title,S1- Otras aportaciones sobre la misión y objetivos de la universidad,413
blocks[].fields.pdf_textbooks[].chapters[].title,S2/L2 - La universidad como espacio para promover el humanismo,413
blocks[].fields.pdf_textbooks[].chapters[].title,S2/L3 - Interacción entre la universidad y la sociedad,413
blocks[].fields.pdf_textbooks[].chapters[].title,S2/L4 - Relaciones interpersonales y sociedad,413
blocks[].fields.pdf_textbooks[].chapters[].title,S3/L5 - Cristo como modelo de humanismo,392
blocks[].fields.pdf_textbooks[].chapters[].title,S3/L6 - El paradigma de la sociedad líquida frente a las relaciones solidarias,392
blocks[].fields.pdf_textbooks[].chapters[].title,S3/L7 - El imperio de lo efímero frente a relaciones consistentes,392
blocks[].fields.pdf_textbooks[].chapters[].title,S4/L8 - Elementos del modelo pedagógico y educativo de la UTPL,379
blocks[].fields.due.$date,2019-01-13T18:30:00.000-0500,12874
blocks[].fields.due.$date,2018-07-15T18:30:00.000-0500,11462
blocks[].fields.due.$date,2019-06-17T02:00:00.000-0500,10270
blocks[].fields.due.$date,2019-05-26T18:30:00.000-0500,7500
blocks[].fields.due.$date,2019-05-27T18:30:00.000-0500,4418
blocks[].fields.due.$date,2019-06-09T18:30:00.000-0500,3996
blocks[].fields.due.$date,2016-07-24T19:00:00.000-0500,3887
blocks[].fields.due.$date,2019-05-25T18:30:00.000-0500,3781
blocks[].fields.due.$date,2016-06-04T19:00:00.000-0500,3220
blocks[].fields.due.$date,2017-11-17T18:30:00.000-0500,3027
blocks[].fields.due.$date,2019-06-24T02:00:00.000-0500,2834
blocks[].fields.due.$date,2017-07-23T19:30:00.000-0500,2666
blocks[].fields.due.$date,2016-11-14T00:00:00.000-0500,2620
blocks[].fields.due.$date,2017-05-21T00:00:00.000-0500,2514
blocks[].fields.due.$date,2019-06-09T12:00:00.000-0500,2271
blocks[].fields.due.$date,2019-04-21T18:30:00.000-0500,2195
blocks[].fields.due.$date,2019-06-16T18:30:00.000-0500,2127
blocks[].fields.due.$date,2019-06-23T18:30:00.000-0500,2039
blocks[].fields.due.$date,2016-01-25T00:00:00.000-0500,1956
blocks[].fields.due.$date,2018-06-03T12:00:00.000-0500,1948
blocks[].fields.graded,True,446319
blocks[].fields.graded,False,699
blocks[].fields.format,Test,149135
blocks[].fields.format,Tests (y lecciones interactivas),31569
blocks[].fields.format,Evaluaciones,28063
blocks[].fields.format,Reto,24456
blocks[].fields.format,Retos,24456
blocks[].fields.format,Tests,23082
blocks[].fields.format,Test_Parcial,10384
blocks[].fields.format,Homework,9513
blocks[].fields.format,Evaluación Semanal,8112
blocks[].fields.format,Cuestionarios,7424
blocks[].fields.format,Evaluaciones semanales,7198
blocks[].fields.format,TEST SEMANAL,6434
blocks[].fields.format,Autoevaluación,5250
blocks[].fields.format,Final Exam,5038
blocks[].fields.format,Test temáticos,4823
blocks[].fields.format,Evaluacion,4711
blocks[].fields.format,Evaluaciones2-6,4465
blocks[].fields.format,Reto1,4386
blocks[].fields.format,Evaluación semanal ,4220
blocks[].fields.format,Evaluación semanal,4174
blocks[].fields.tabs[].is_hidden,True,11632
blocks[].fields.visible_to_staff_only,True,108806
blocks[].fields.discussion_category,Getting Graded,5592
blocks[].fields.discussion_category,Módulo 5,5561
blocks[].fields.discussion_category,Semana 1,4952
blocks[].fields.discussion_category,Basic Question Types,4893
blocks[].fields.discussion_category,Foro 1,4640
blocks[].fields.discussion_category,Módulo 2,4425
blocks[].fields.discussion_category,Week 2,3515
blocks[].fields.discussion_category,Módulo 3,3462
blocks[].fields.discussion_category,Getting Started,3288
blocks[].fields.discussion_category,Semana 3,3114
blocks[].fields.discussion_category,Módulo 7,2968
blocks[].fields.discussion_category,Foro 2,2966
blocks[].fields.discussion_category,ConoceR,2941
blocks[].fields.discussion_category,Essays,2796
blocks[].fields.discussion_category,Labs and Simulators,2796
blocks[].fields.discussion_category,Semana 7,2746
blocks[].fields.discussion_category,Módulo 4,2719
blocks[].fields.discussion_category,Módulo 1,2626
blocks[].fields.discussion_category,Ejemplo,2348
blocks[].fields.discussion_category,Módulo 13,2133
blocks[].fields.discussion_target,,12046
blocks[].fields.discussion_target,La presentación y los temas del curso,3445
blocks[].fields.discussion_target,Los principios fundamentales,3445
blocks[].fields.discussion_target,La visita a la galería,3443
